StudyHours,TuitionHours,ParentalEducation,SchoolType,FinalExamScore
11.908003526986406,4.281592734430802,Low,Private,88.05974375034917
11.302782502611596,5.8949243769444415,Low,Public,83.50308484473348
9.369461510719308,4.705050321707972,Medium,Public,75.9944511528903
11.517938440986535,6.247742072673734,High,Private,76.88120788523084
8.454349570924856,4.326509375756132,Medium,Public,67.58880074720268
9.526362786519982,5.278994162223802,High,Private,75.42667915834683
9.029272904341793,4.164652946740243,Low,Private,70.80556626093481
10.163748278772646,7.145149127773388,High,Public,75.70799852147262
14.629317133347017,3.812401580970487,Medium,Private,83.12244654029199
6.265469614816504,5.309820710227028,Medium,Public,69.41353015359411
11.372520380749027,5.633776880932098,Medium,Private,81.90463318519754
6.774568257620697,5.4137990974514985,High,Public,69.15023780454733
9.056136268421133,4.814712341122291,Low,Private,70.29633757522555
12.177901193934732,4.870179300266574,Low,Private,76.79646690831309
10.128560038190926,5.04381147197911,High,Public,83.88770093048146
7.844510444141388,4.852997998371511,Medium,Private,66.70972945403133
8.569392581480063,5.96387911679491,Low,Private,77.90051532960884
11.35919549786935,7.210523001591351,Medium,Public,86.13190714699772
8.539266736565727,4.442508214992166,High,Private,73.13591841644137
10.43291717916395,3.630197020420922,Medium,Public,85.15027518098518
10.091143679807628,4.911717951648745,Low,Private,80.05845925222688
8.696799304788366,7.579709337654318,Low,Public,87.97767785758145
14.28788817865065,4.196325432030269,Medium,Private,81.61494449577233
11.267838044636022,6.6391168054440675,High,Private,79.32462424797104
5.949714826684786,6.677700814076441,Medium,Private,74.55366666788431
10.372908629538856,4.4464117582920055,High,Public,76.10810670991971
8.676427070463223,5.5689830791852755,Medium,Public,84.13465588416443
11.704866669592448,6.628396623128538,Low,Public,85.06083019203238
8.4149585231346,4.620872259012513,High,Public,68.5383543355044
9.770527117066202,4.796419639897638,High,Private,68.05160165125872
11.009974557960915,4.418319086051357,High,Private,78.25623478328254
11.731510388340244,3.985243269307133,Low,Public,78.995270032975
7.599407185888447,4.350722454933993,Medium,Public,73.29372767071982
9.330997528318104,3.7760597332377435,Low,Public,80.37953752527234
9.050109377678087,5.034083468259226,High,Private,81.04691047771465
8.693341534852577,4.230026768941358,Medium,Public,70.83721806143504
13.530908480562193,5.233785911790748,Low,Public,78.4433988197884
10.80996342192191,3.444104353796373,High,Private,70.61547769949303
7.478232091329909,5.330880232214457,High,Private,69.26877600437462
11.835723894109552,5.833528961608924,Low,Public,80.58808349043738
14.244312394025266,3.0062643574285444,Low,Private,84.52333201901918
12.064930521102294,5.374056569847572,Low,Public,78.18610791249606
6.961260068091973,6.227668992473292,High,Private,74.66598348046047
9.031531854267497,3.7903589813087946,Low,Public,75.55880290979344
12.533822298373245,6.672572386837704,High,Public,85.79322258998249
8.584661068762438,5.419019009366045,Low,Public,69.65473566651046
10.887638856292456,4.294988144241591,High,Public,80.55689355512709
11.549268106858673,4.944230922342294,High,Private,90.9212307410644
8.146139056843834,5.558326912521722,Medium,Private,75.85925261703478
9.8809492878764,5.076005391412411,Low,Private,62.610531159615064
3.517465319861855,5.538755992446369,Low,Private,71.54746248862777
7.951224717331421,4.079326406920634,High,Public,68.50770016154686
9.49486369721368,5.169360824036078,High,Public,88.07233208295995
7.504433636070301,3.58628550309502,High,Private,70.97011278361295
13.26482260786327,4.888773938651299,Medium,Private,75.43930265377435
7.139717244078735,4.09609235853521,Medium,Private,60.100085576166535
9.119911026606033,4.264470057410233,High,Private,82.33523095270681
10.261481154572182,6.236093175210438,Low,Private,85.40662700154638
12.882546578132231,6.091310120594269,Low,Public,96.03215276598932
7.128275697641121,5.609138120907177,Medium,Public,72.72488100451078
12.32632750430992,3.907687235327421,Medium,Public,80.23153644471256
10.020466122039174,4.683591550305198,High,Private,75.15272560874337
8.036982697904097,6.213097699979183,Low,Private,72.10216073948087
10.92420694852654,5.141716913639905,High,Private,77.59884149522387
10.39811939114694,7.319329539981695,Medium,Private,82.86254975388658
8.79956624568241,5.3933178393943715,Low,Public,71.46960531589588
10.139604169980037,5.192049116490032,Low,Public,69.7208352803252
9.22937280627648,4.690883535797498,Medium,Private,76.29445408632009
10.227034690502496,5.133540904782282,High,Public,73.82340274471125
11.324261349042093,4.8475301636194565,High,Public,63.72262931881302
13.172033632290704,5.708108676688591,Low,Private,87.66906723289937
7.524369002346302,5.956702316794584,Medium,Private,68.44349628929935
14.266066749312532,4.21401053949205,Low,Private,88.1620965813168
6.095824400954996,3.668767046442222,Medium,Private,70.88403990415323
9.696429809928834,3.1637946268967037,High,Private,75.55650161781688
11.176634412969154,5.507991326912544,Medium,Private,93.0993450180896
10.561983735470065,3.8966333938261264,High,Public,76.27865831181744
8.754600960358813,2.847109407047517,Medium,Public,70.35166819379596
9.58375549928545,5.388578604530964,Low,Private,80.66874101245195
9.013998130682335,7.492999517432791,High,Public,78.9902587269449
8.821270486111576,4.993929088460106,Low,Private,80.93590229188335
11.69920419404205,5.838490774451642,Low,Private,75.81211501188395
10.714030971930095,5.081829358547565,High,Private,72.78993374435984
8.614180809478691,4.901110346808857,High,Private,78.40907459580175
11.799199750866501,5.9190764829877685,Low,Public,76.65295952952164
10.614599041753218,4.709725455811348,Low,Private,81.33927929943702
11.62572423767792,5.267392314071903,Low,Public,83.00255117751553
11.259257683847224,5.321697806196013,Low,Private,77.02862064685014
8.342009978155856,4.331909546356951,High,Private,75.01773507701431
8.879637919606061,5.992042349536523,High,Private,70.57437713459572
11.494587210246523,4.825040243304591,Low,Public,75.22723515413144
11.22074053086693,4.244254840507155,Medium,Private,77.62192463043426
9.958196812071703,5.536509843570403,Medium,Private,78.61579748486011
10.234654766617563,4.101532018208963,High,Private,75.10341487560929
12.555329791576849,5.028181157369128,Low,Public,84.81851113857296
8.81685722232834,4.990881003355796,Low,Public,77.06236802493183
11.094194762340075,6.085895565831578,High,Public,88.96406691516823
9.595614695132213,5.474698232879953,Medium,Private,76.92685000385933
9.564637593545559,4.974973041254856,Medium,Public,82.56455190489403
12.19755370397438,5.817766299200287,Medium,Private,87.72538442121865
11.65083269797606,6.390207549017314,High,Public,94.35686313594383
11.627019272001277,5.557810306351862,Medium,Public,80.95446390401898
12.610957614308658,5.01035261984338,High,Private,80.63565055111745
10.042007683265519,3.6881637676498404,High,Public,81.90473212922447
11.363905942589927,3.9348863369246274,Low,Private,80.5573042492731
9.379466486813088,4.694775295645332,Medium,Private,82.20939200101367
10.648332704976884,4.390487797840716,High,Public,81.46639109666233
9.73971389126463,4.813028697014554,Medium,Private,66.16516037105362
10.193991929985437,5.0566499248971075,Medium,Private,79.85456763247245
11.190314050873827,5.529692754356731,Low,Public,82.23124672304019
8.363558633533055,4.9295012219409085,Medium,Public,74.78690361229728
14.184774551370921,5.486501643826202,Low,Private,85.93808629786422
7.987965237000596,5.06447441481012,High,Public,65.61192445724473
7.571622774424536,3.0245334336461287,Medium,Private,74.05093028550988
12.316221747000135,4.060664606181246,High,Private,82.59228254373961
11.583325387925871,4.855912444278385,Medium,Public,85.96030292925643
11.24823963410431,3.7903052571588924,High,Public,70.48815953257069
11.25669101852856,5.599928729996204,Medium,Public,83.44894757977777
9.97550645430617,6.530750832343697,Medium,Public,78.57384246939507
8.205491257028337,6.218761851697317,Medium,Private,76.4580653412303
10.151609116387453,4.786557129069792,Medium,Private,76.36725575547514
8.645676576975777,6.490726136849952,Medium,Public,79.74548199662713
11.950239466835502,5.148667457202111,Medium,Public,80.80911451451627
9.705885236995723,4.662914028881961,Medium,Private,71.14656689203595
8.349005606414977,4.38659733645906,Medium,Private,73.7100343114495
9.357228316694012,4.697530313511872,Medium,Private,74.68987941797833
10.82586290855125,4.611823181458771,High,Private,78.15249248364624
8.87255089439205,5.170416222375488,Low,Public,59.561668742146615
8.355559208867136,5.160573981049865,Medium,Private,77.8651598071526
10.487374422983825,5.003046020153414,Low,Private,76.90599978946386
10.489933142217446,5.43693816974635,Medium,Public,72.39450566896309
8.98611364925774,6.190646274786341,Medium,Private,81.8710142949357
9.057923388763355,5.949554135441324,High,Private,80.22200661945335
10.464099874715272,3.5151020315500965,High,Public,74.56425181538141
7.103831317005351,2.446078865098045,Low,Public,62.11593403405768
7.1850724512468895,5.934319911239274,High,Public,74.16177844274955
8.563111557495128,3.6331213015845787,High,Private,73.19143549030517
9.573105696576306,4.775234598107317,Low,Private,80.9307347052725
10.621815131196009,3.8298869739406403,High,Public,74.76978314900053
12.950712433899104,3.1980195624199803,Medium,Public,86.67306488575316
11.71531924640404,5.541462728204788,Low,Private,79.04156756843642
9.680122940073145,5.7591551603026465,Low,Public,71.26981969788815
9.961967584194623,4.423489599273281,Medium,Public,70.89775578991276
7.994941270724382,2.40895770785509,High,Public,69.29126140755332
9.96297372801522,4.453755551747517,Low,Private,76.27900823835806
9.422682722159724,5.3918040054025465,Low,Private,78.57237715617714
10.64543712067618,3.5210884312258712,Medium,Private,76.12063673259895
8.345538112895355,5.183359919779155,Medium,Private,79.3527086857811
11.038693028482344,4.984690150827005,High,Private,78.24895079089231
13.065477826005155,5.579291499601088,Low,Private,74.51851157705488
9.782479703086285,5.119580368414153,High,Public,76.63884651646482
10.803423444197882,4.026931059118445,High,Private,67.61335003824102
11.380287983422225,6.196571501664492,Medium,Private,83.41238812432967
9.197559056228327,4.84147042697303,Low,Public,80.94328874784078
10.448184963620834,4.972695460490068,Low,Private,73.42429068656418
10.02518480156359,4.066732040926804,Low,Private,83.24325109647663
10.195352197097664,4.55671774880849,Medium,Public,81.4399372410502
8.453980432289066,4.115197285973099,Medium,Public,79.11315757061304
10.049020348517885,4.827053940076577,Medium,Public,78.28644088932379
10.9959965824909,6.7117084801423434,Medium,Private,77.09573000643621
12.902287215590084,3.6280988570686437,Medium,Public,85.15079985585383
11.918541652170413,3.386438602123259,Low,Private,75.79373667368402
14.306364915023114,6.471170327493608,High,Private,88.9089078518034
8.4653048742239,4.7906763228481335,Low,Private,73.25986926870192
11.744641273441356,4.330927261340084,High,Private,85.60915272287733
10.366684011476703,6.039904687396076,Medium,Public,83.44486008366417
14.379605866435345,4.394384460263136,High,Public,84.94795943170354
8.383403429289697,6.826009713546936,Low,Private,67.24778546119904
8.320556315638449,5.677925871339269,Low,Public,71.98186410563979
8.801214709111957,4.5120885918542974,High,Private,77.89167375342745
5.752208551380386,7.1573082132655035,Medium,Private,73.64093072789196
8.948489956638477,4.3942850769966615,Medium,Private,66.97229785670764
8.481734676892604,5.742095372009307,Low,Public,66.54367254945471
10.300787572952416,5.299292580406492,High,Private,79.52805976730185
10.683511951554319,6.301741289398798,Medium,Private,75.53434999862796
13.752341678431772,6.561511196726853,Medium,Public,82.54296784776595
11.9008476763721,5.0320041490657665,Low,Public,84.71274022025612
8.846192688675194,4.246582129653817,Medium,Public,80.07345247390948
8.203170657303284,5.459972142939116,High,Public,70.84278939383375
10.983838343013012,4.322284630247894,Low,Private,78.227302093337
7.359533585958715,7.013387247526623,Low,Public,74.86791471328556
13.662917531708707,5.1365353310827375,High,Private,84.20961753655894
12.358880241442574,4.634678448687891,Low,Public,81.87277053669848
9.061648695790591,5.184680305864909,Medium,Public,79.68281248957933
6.573730941818245,3.6528737104703035,Medium,Public,65.25715071569397
12.707744748330825,4.028385961489349,High,Public,73.83168076631534
9.770920309494764,6.200413907944426,Medium,Public,87.29251114892497
12.475632623946924,4.343105721028604,High,Public,86.913033451887
6.811144682411266,3.95308901731806,High,Private,64.03373353455264
8.801249954092455,5.536652752527286,Medium,Public,76.58563908085561
10.010487399436366,6.1857041546629965,High,Public,84.35304185379778
10.093961187529484,5.718953310665067,Medium,Public,82.51157206368677
9.099869057041513,5.9960476858058165,Low,Public,79.50387619243818
11.245699864694998,4.2432049114305395,Low,Private,78.00507263857709
7.864759141234812,3.5781893332581562,High,Public,79.73332190766665
9.715241029957413,6.501333651955487,Medium,Public,80.28677690014534
10.240591263423799,4.677320161157864,Medium,Public,74.92236647198094
11.028877668117499,4.749166983544953,Low,Public,83.53688445578041
11.42322975617778,6.328194141849058,Low,Private,82.81904393488624
7.750715816324261,5.55623000940066,Medium,Public,75.58476528301762
6.931771658528755,5.455887772081607,High,Private,73.06312098313596
12.555353643797018,7.165002344901084,Low,Public,88.34208867378022
10.664628023959184,4.356481769619857,High,Private,72.97169743535211
8.503026926886893,5.927840128081237,High,Private,68.64228211004558
13.102303951045046,5.057013124897084,Low,Public,90.96079120560363
10.231349268585717,5.268592278863257,High,Public,79.61350976441216
12.358594368127653,6.528468426412532,High,Private,88.364127762917
10.135036962820218,5.507835756289624,Medium,Private,69.73303145918675
14.121495849763974,5.538296079049633,High,Public,91.88385136167491
13.510681684886409,6.072507337309802,Medium,Private,83.52269614895869
9.502071703041853,4.635047270457115,Low,Private,71.92562347772416
11.94314190190871,4.160790332660993,Low,Private,79.81060346464898
11.290751899170296,3.955190805978966,Medium,Public,73.62438895459641
12.737263115064698,3.0336434106239984,Low,Private,80.01633285493736
8.070153078839791,7.056207129940322,High,Private,76.04292511751764
11.372102919996879,3.896791634278317,High,Private,83.89137281758065
12.116848973699176,4.778746376414228,High,Public,88.96854002271704
6.482521027153771,4.723186700111079,Low,Public,77.45740106868207
7.63348297466845,5.307406697809101,High,Private,61.90550109906998
5.921535644479799,5.815737212539297,Low,Public,65.89084295855211
9.461186331110884,5.860473488359745,High,Private,66.33864907564957
11.435084511591924,4.416922561431061,Medium,Public,73.52784149315528
13.004714104192056,4.832878286213589,Low,Public,80.01115458318533
10.148189560839551,5.2825799504883,Low,Private,80.27305712354628
13.257231091142584,4.751308873816453,High,Public,81.04175932054714
7.239797083570217,6.607345576019993,Low,Public,71.93026217642719
6.593235121289691,5.490974951638251,Low,Public,72.33175608603557
9.888904602206763,5.734877786049817,Medium,Private,69.83357765744921
10.768130897878615,5.662881268667412,Medium,Public,75.83761793393903
9.934610503811815,6.173473857485325,High,Public,76.61164866476474
5.865115799920247,5.181021558703707,Medium,Private,68.48975399473933
9.821759920974424,3.7031680520441537,High,Public,75.5830418711428
7.391060998990294,5.399687951752641,High,Public,80.38490287427474
11.339345097660077,4.348643106208171,High,Public,83.74333566003789
10.733196492193697,4.471383318250243,Low,Public,74.32691783930309
8.120240427345289,5.586364018755093,Medium,Public,73.31338158556588
8.972266165326612,6.238283071433636,High,Private,75.65476125234306
7.881572956222097,5.021271576736062,Medium,Private,70.72429069494457
9.874641805453656,5.308833012598964,High,Public,79.07511225891031
11.910284641002477,6.702214944635238,Medium,Public,74.57499393410326
8.028547907328912,5.240753179488569,Medium,Public,78.32179752392311
11.008093031035688,7.601683114180394,High,Private,91.88646468691873
8.939484763255118,5.565509645631544,Low,Private,74.87803129159846
8.414254335475311,3.239237240844182,Medium,Public,70.24054240662775
9.785939280090885,5.753341621104532,Low,Public,78.98711222788192
7.929515355161252,5.381158384882777,Low,Private,79.02769817244773
8.892701389305635,6.289752754082746,High,Public,75.59856332564917
7.6042442148223035,5.6731813512699585,High,Private,78.38798628705823
13.929450265832779,4.861544016016226,High,Private,87.59368991795611
